gbifID,species,split_iid
4987643939,Cirsium vulgare,train
4137783948,Sanicula crassicaulis,train
4076343471,Sanicula arctopoides,train
4923965207,Polypogon monspeliensis,train
4528082689,Geraea canescens,train
4465401870,Artemisia douglasiana,train
5932570729,Dittrichia graveolens,train
4851885670,Nassella pulchra,train
4852670117,Nassella pulchra,train
4121176273,Briza minor,train
3874195012,Artemisia douglasiana,train
6131428575,Polypogon monspeliensis,train
4993780812,Angelica hendersonii,train
4952219473,Baccharis pilularis,train
3963400504,Dittrichia graveolens,train
4946420810,Leymus condensatus,train
4413589913,Arundo donax,train
3743243918,Cortaderia selloana,train
4413692629,Artemisia douglasiana,train
4413899022,Angelica capitellata,train
4872222943,Sanicula crassicaulis,train
4014990039,Arundo donax,train
3963460044,Geraea canescens,train
3466011076,Artemisia californica,train
4138736352,Baccharis salicifolia,train
3705445712,Scandix pecten-veneris,train
4852625665,Bromus hordeaceus,train
4436053984,Cynosurus echinatus,train
4852006271,Poa bulbosa,train
3902995073,Dittrichia graveolens,train
3802565867,Heracleum maximum,train
3772741580,Matricaria discoidea,train
4075869847,Baccharis pilularis,train
4974196438,Artemisia douglasiana,train
3902208882,Heracleum maximum,train
4952525179,Cynosurus echinatus,train
3994066873,Torilis arvensis,train
4430517410,Cortaderia selloana,train
4413505892,Distichlis spicata,train
4976277701,Polypogon monspeliensis,train
4987578461,Centaurea solstitialis,train
4908030503,Angelica hendersonii,train
5133485074,Torilis arvensis,train
4855147629,Briza maxima,train
4046624708,Lomatium dasycarpum,train
3759659417,Matricaria discoidea,train
4908160757,Daucus carota,train
4096778697,Heracleum maximum,train
4599869215,Poa bulbosa,train
4439012782,Daucus carota,train
4076264837,Encelia californica,train
4946204129,Arundo donax,train
4458715760,Geraea canescens,train
3925099658,Hilaria rigida,train
5036857062,Cenchrus setaceus,train
4046628526,Distichlis spicata,train
4133948629,Lomatium dasycarpum,train
3858642613,Poa bulbosa,train
5938202817,Polypogon monspeliensis,train
4424110245,Dittrichia graveolens,train
3911987580,Daucus pusillus,train
3465915610,Arundo donax,train
4867653094,Conium maculatum,train
5133391999,Torilis arvensis,train
5062797000,Bromus hordeaceus,train
4846980317,Daucus pusillus,train
4909048235,Daucus carota,train
4458735121,Anthriscus caucalis,train
5133298734,Isocoma menziesii,train
4062898340,Hilaria rigida,train
3698117202,Hilaria rigida,train
4980712611,Bromus hordeaceus,train
4852847587,Bromus rubens,train
4129689347,Briza minor,train
4424424362,Daucus pusillus,train
5844293007,Sanicula crassicaulis,train
4130111387,Encelia farinosa,train
3966538873,Geraea canescens,train
5133490220,Conium maculatum,train
3759613197,Sanicula bipinnatifida,train
4424158603,Encelia californica,train
4901301557,Torilis arvensis,train
4081015490,Encelia farinosa,train
5133210534,Anthriscus caucalis,train
4145603263,Dittrichia graveolens,train
4067222977,Encelia farinosa,train
4528079566,Achillea millefolium,train
4103224765,Scandix pecten-veneris,train
3872887777,Matricaria discoidea,train
4133921115,Conium maculatum,train
4852930313,Achillea millefolium,train
4112008645,Leymus condensatus,train
4846989060,Bromus rubens,train
4126744195,Bromus rubens,train
4519301611,Matricaria discoidea,train
5133581088,Torilis arvensis,train
4413460568,Daucus pusillus,train
4404989050,Artemisia californica,train
4919397642,Daucus carota,train
4908566430,Briza maxima,train
5133358827,Torilis arvensis,train
4863459062,Hilaria rigida,train
4407180524,Leymus condensatus,train
3881403488,Angelica capitellata,train
4417091384,Artemisia californica,train
4528327094,Sanicula arctopoides,train
4137641212,Baccharis pilularis,train
4945881872,Achillea millefolium,train
4413425842,Briza maxima,train
4165966622,Daucus carota,train
5133341683,Torilis arvensis,train
3859802347,Encelia californica,train
3860798445,Isocoma menziesii,train
4950179376,Centaurea solstitialis,train
4096735511,Nassella pulchra,train
4413474845,Daucus pusillus,train
3903655219,Angelica capitellata,train
3747241652,Bromus rubens,train
4424584928,Encelia farinosa,train
4950275830,Leymus condensatus,train
3466033197,Baccharis salicifolia,train
4607266598,Bromus rubens,train
4923796163,Dittrichia graveolens,train
3698089172,Hilaria rigida,train
4976650259,Angelica hendersonii,train
3858227102,Hilaria rigida,train
4978454741,Encelia californica,train
4137744412,Nassella pulchra,train
4029168972,Cortaderia selloana,train
4597528480,Scandix pecten-veneris,train
4034940706,Lomatium dasycarpum,train
4414017468,Baccharis salicifolia,train
3966744576,Leymus condensatus,train
4852680153,Lomatium dasycarpum,train
4973982009,Foeniculum vulgare,train
4863908192,Briza maxima,train
5108051591,Arundo donax,train
4919447508,Polypogon monspeliensis,train
4137573418,Briza minor,train
5230542528,Arundo donax,train
4976211524,Cirsium vulgare,train
3802707622,Conium maculatum,train
4980353274,Bromus hordeaceus,train
3923464712,Encelia farinosa,train
4926388503,Arundo donax,train
5007326939,Briza maxima,train
3705390887,Silybum marianum,train
4067413536,Conium maculatum,train
4091797580,Leymus condensatus,train
3903127198,Baccharis salicifolia,train
4413442130,Daucus carota,train
3466028979,Encelia farinosa,train
3923347411,Arundo donax,train
3947744928,Cenchrus setaceus,train
4458396316,Polypogon monspeliensis,train
4921776885,Angelica capitellata,train
3784788480,Foeniculum vulgare,train
3872886120,Daucus carota,train
4458675938,Distichlis spicata,train
4405278017,Encelia californica,train
4867668121,Nassella pulchra,train
4121230888,Lomatium dasycarpum,train
3466498398,Baccharis salicifolia,train
4908085809,Angelica capitellata,train
4080623585,Scandix pecten-veneris,train
4606914438,Sanicula crassicaulis,train
3759179099,Sanicula bipinnatifida,train
3858914152,Conium maculatum,train
4028775593,Daucus pusillus,train
3994251426,Daucus carota,train
3760631417,Briza minor,train
4901363088,Torilis arvensis,train
4120974259,Encelia californica,train
4442359989,Silybum marianum,train
4111708184,Polypogon monspeliensis,train
4438668876,Angelica capitellata,train
4982107206,Torilis arvensis,train
4945478638,Distichlis spicata,train
4976610002,Silybum marianum,train
3466189553,Artemisia douglasiana,train
4407594873,Cirsium vulgare,train
4903981830,Artemisia douglasiana,train
3705438548,Scandix pecten-veneris,train
4597017803,Hilaria rigida,train
4519259202,Sanicula arctopoides,train
4901058361,Achillea millefolium,train
5006991004,Corethrogyne filaginifolia,train
4413440709,Daucus pusillus,train
4137634979,Briza minor,train
4137846143,Daucus pusillus,train
4607039811,Polypogon monspeliensis,train
4011546479,Cynosurus echinatus,train
4080999402,Poa bulbosa,train
3988784310,Geraea canescens,train
4937114568,Centaurea solstitialis,train
3759504475,Sanicula bipinnatifida,train
3772663832,Briza minor,train
6130130377,Artemisia douglasiana,train
4413798811,Leymus condensatus,train
5133442048,Torilis arvensis,train
4103170425,Daucus carota,train
3873391114,Polypogon monspeliensis,train
4516876647,Cirsium vulgare,train
5133599436,Torilis arvensis,train
4976364533,Heracleum maximum,train
3985994987,Baccharis salicifolia,train
4080853674,Sanicula crassicaulis,train
4919541869,Hilaria rigida,train
5903787700,Corethrogyne filaginifolia,train
3888830525,Centaurea solstitialis,train
3468669044,Isocoma menziesii,train
3759083194,Foeniculum vulgare,train
4075701792,Hilaria rigida,train
3705470633,Encelia californica,train
5166798591,Torilis arvensis,train
4516779183,Encelia californica,train
4138290559,Sanicula crassicaulis,train
3947367719,Cynosurus echinatus,train
5133489008,Conium maculatum,train
4847038087,Sanicula crassicaulis,train
4607004784,Nassella pulchra,train
3858743476,Heracleum maximum,train
3747159097,Sanicula arctopoides,train
4096496996,Bromus rubens,train
3966511854,Daucus carota,train
3743218573,Cenchrus setaceus,train
4952985580,Arundo donax,train
4923613586,Daucus pusillus,train
4952747602,Heracleum maximum,train
4028687630,Dittrichia graveolens,train
4596980817,Anthriscus caucalis,train
4863604143,Matricaria discoidea,train
3759930269,Artemisia douglasiana,train
4516563791,Corethrogyne filaginifolia,train
4872060401,Briza minor,train
5759960821,Encelia californica,train
4973935372,Briza maxima,train
4121330898,Daucus carota,train
4103123634,Sanicula bipinnatifida,train
4080931852,Sanicula arctopoides,train
4936850759,Dittrichia graveolens,train
3966744409,Leymus condensatus,train
4022350856,Sanicula arctopoides,train
3858164074,Daucus pusillus,train
4911094270,Angelica capitellata,train
4854904526,Sanicula crassicaulis,train
4919279788,Poa bulbosa,train
4875078263,Torilis arvensis,train
4952829365,Briza maxima,train
4535684292,Geraea canescens,train
3784745507,Sanicula arctopoides,train
5133388320,Anthriscus caucalis,train
4936261747,Cenchrus setaceus,train
4062567246,Baccharis pilularis,train
3985876407,Baccharis pilularis,train
3772895081,Baccharis pilularis,train
4034742246,Silybum marianum,train
3705389526,Leymus condensatus,train
3925086467,Angelica hendersonii,train
3802423840,Baccharis salicifolia,train
3747306732,Nassella pulchra,train
4413534727,Centaurea solstitialis,train
4987788259,Cortaderia selloana,train
5108119408,Distichlis spicata,train
5062574291,Arundo donax,train
4080649542,Lomatium dasycarpum,train
4607586288,Sanicula bipinnatifida,train
4129908887,Nassella pulchra,train
4153795371,Angelica hendersonii,train
4846817442,Cenchrus setaceus,train
4116077412,Silybum marianum,train
5938498907,Centaurea solstitialis,train
4465699410,Artemisia californica,train
5133387985,Anthriscus caucalis,train
3966439843,Foeniculum vulgare,train
4438763545,Heracleum maximum,train
4413526605,Heracleum maximum,train
5133332604,Conium maculatum,train
5087037977,Hilaria rigida,train
4413660550,Artemisia californica,train
4946380393,Dittrichia graveolens,train
4126821151,Bromus rubens,train
3466180154,Baccharis salicifolia,train
4430785589,Briza maxima,train
3902350664,Heracleum maximum,train
3985939765,Polypogon monspeliensis,train
4453837913,Polypogon monspeliensis,train
4921815372,Briza maxima,train
3747075133,Scandix pecten-veneris,train
4171397737,Angelica hendersonii,train
4852480784,Briza minor,train
4510155753,Foeniculum vulgare,train
4980382588,Bromus hordeaceus,train
3873736190,Angelica capitellata,train
4103266140,Briza minor,train
4974299673,Dittrichia graveolens,train
4011880425,Cynosurus echinatus,train
4177488395,Distichlis spicata,train
4054878524,Baccharis salicifolia,train
4946678402,Angelica hendersonii,train
3760321471,Sanicula bipinnatifida,train
4416855576,Angelica capitellata,train
5007380137,Cirsium vulgare,train
4908944532,Baccharis pilularis,train
4524890112,Dittrichia graveolens,train
3859617936,Distichlis spicata,train
4075996749,Scandix pecten-veneris,train
4039317662,Distichlis spicata,train
4116393222,Encelia californica,train
4407373003,Centaurea solstitialis,train
5759893574,Baccharis pilularis,train
4413623716,Polypogon monspeliensis,train
4018508412,Geraea canescens,train
4945575323,Achillea millefolium,train
4165859704,Centaurea solstitialis,train
4054754584,Baccharis salicifolia,train
4936361011,Cirsium vulgare,train
4103416604,Cenchrus setaceus,train
4120988549,Bromus hordeaceus,train
4921482365,Scandix pecten-veneris,train
4863712518,Cynosurus echinatus,train
4138176536,Daucus pusillus,train
3923370124,Encelia farinosa,train
5133457916,Anthriscus caucalis,train
4111571563,Nassella pulchra,train
4852367130,Lomatium dasycarpum,train
5133383496,Anthriscus caucalis,train
4908851330,Angelica hendersonii,train
4872033766,Conium maculatum,train
4952894970,Baccharis salicifolia,train
4400230299,Angelica hendersonii,train
4102769867,Baccharis pilularis,train
3961109489,Cynosurus echinatus,train
3860180562,Arundo donax,train
3902860547,Nassella pulchra,train
4413580650,Distichlis spicata,train
4133913694,Cenchrus setaceus,train
4519225684,Daucus carota,train
4535633132,Silybum marianum,train
4430546048,Daucus carota,train
4076029309,Centaurea solstitialis,train
4080590541,Lomatium dasycarpum,train
4034762959,Artemisia californica,train
3963414220,Baccharis pilularis,train
3759981172,Matricaria discoidea,train
4116116787,Bromus rubens,train
3705428010,Sanicula arctopoides,train
3966362655,Achillea millefolium,train
4516227455,Geraea canescens,train
4413405838,Heracleum maximum,train
4421140199,Leymus condensatus,train
4606775200,Daucus pusillus,train
3963394187,Cortaderia selloana,train
4519046115,Polypogon monspeliensis,train
4080620797,Geraea canescens,train
4430567783,Cortaderia selloana,train
3963356738,Cynosurus echinatus,train
3759161044,Briza minor,train
5133230666,Torilis arvensis,train
4901841573,Polypogon monspeliensis,train
3915735553,Foeniculum vulgare,train
4952812207,Cortaderia selloana,train
4978366639,Nassella pulchra,train
3903058231,Cortaderia selloana,train
4872066653,Angelica hendersonii,train
4847038511,Scandix pecten-veneris,train
4129755401,Briza minor,train
4171785234,Cirsium vulgare,train
4465639956,Artemisia californica,train
5827569615,Sanicula arctopoides,train
4413546914,Angelica hendersonii,train
5133379495,Hordeum murinum,train
4516479876,Encelia farinosa,train
4121312486,Bromus hordeaceus,train
5133213825,Torilis arvensis,train
3961273713,Distichlis spicata,train
3742990496,Baccharis pilularis,train
3873664063,Centaurea solstitialis,train
5133296501,Anthriscus caucalis,train
3764453652,Polypogon monspeliensis,train
3923221826,Artemisia californica,train
4950257479,Dittrichia graveolens,train
4863465312,Cynosurus echinatus,train
4453921862,Achillea millefolium,train
4863938581,Baccharis salicifolia,train
4950279289,Angelica capitellata,train
3759109893,Artemisia californica,train
4976565506,Cortaderia selloana,train
3872975909,Angelica capitellata,train
4851964309,Poa bulbosa,train
4145230215,Daucus carota,train
5837777984,Baccharis pilularis,train
4978634403,Encelia californica,train
3784633416,Lomatium dasycarpum,train
5086971951,Foeniculum vulgare,train
3747241156,Scandix pecten-veneris,train
4436238491,Artemisia californica,train
5897393400,Cynosurus echinatus,train
4901988255,Sanicula bipinnatifida,train
3988570262,Daucus carota,train
4129975397,Briza maxima,train
4982306997,Sanicula arctopoides,train
5133458032,Torilis arvensis,train
3912302284,Foeniculum vulgare,train
4976496382,Dittrichia graveolens,train
4952568716,Leymus condensatus,train
4936183516,Corethrogyne filaginifolia,train
5133432501,Isocoma menziesii,train
5188290363,Isocoma menziesii,train
4867622835,Sanicula arctopoides,train
5133406598,Conium maculatum,train
4138664616,Cenchrus setaceus,train
4987412208,Cortaderia selloana,train
5897205453,Hordeum murinum,train
3912304678,Leymus condensatus,train
3457170075,Encelia californica,train
4145468179,Achillea millefolium,train
4137989214,Sanicula arctopoides,train
4980301207,Bromus hordeaceus,train
4438650908,Angelica capitellata,train
5133309281,Anthriscus caucalis,train
5087107398,Poa bulbosa,train
4137983887,Bromus hordeaceus,train
4852883724,Matricaria discoidea,train
3923504599,Encelia farinosa,train
4978566768,Artemisia douglasiana,train
4127087403,Baccharis pilularis,train
3858194011,Daucus carota,train
4102997351,Scandix pecten-veneris,train
5007353465,Sanicula bipinnatifida,train
6130352429,Centaurea solstitialis,train
4952432055,Encelia farinosa,train
3705633382,Baccharis salicifolia,train
4852596017,Corethrogyne filaginifolia,train
4424311663,Angelica capitellata,train
4863892763,Encelia farinosa,train
3966366611,Cirsium vulgare,train
4516303302,Matricaria discoidea,train
3773229832,Conium maculatum,train
4978359276,Encelia farinosa,train
6159440963,Geraea canescens,train
4436064297,Hilaria rigida,train
4902046512,Cenchrus setaceus,train
3802614419,Silybum marianum,train
4978581398,Isocoma menziesii,train
4096541123,Sanicula arctopoides,train
5087080798,Hilaria rigida,train
4908436956,Foeniculum vulgare,train
4046413631,Cenchrus setaceus,train
4875070629,Baccharis salicifolia,train
3773288197,Briza minor,train
5133463690,Anthriscus caucalis,train
4847012021,Nassella pulchra,train
4952514563,Artemisia douglasiana,train
4863764976,Polypogon monspeliensis,train
4129955908,Briza minor,train
4413380516,Daucus pusillus,train
4855442079,Nassella pulchra,train
4607285664,Cynosurus echinatus,train
3961345417,Cynosurus echinatus,train
4076050561,Hilaria rigida,train
3698350587,Conium maculatum,train
5007808199,Hilaria rigida,train
3468991789,Encelia californica,train
4606802559,Sanicula arctopoides,train
4022019493,Silybum marianum,train
4863378911,Bromus hordeaceus,train
4516352420,Geraea canescens,train
4597358331,Cortaderia selloana,train
4029308517,Hilaria rigida,train
5938128606,Bromus rubens,train
4091956771,Polypogon monspeliensis,train
4978472205,Encelia californica,train
4978482474,Encelia farinosa,train
6131372210,Sanicula bipinnatifida,train
3712452502,Hilaria rigida,train
4028765638,Cynosurus echinatus,train
4500534699,Cenchrus setaceus,train
4597445715,Artemisia californica,train
4176969936,Polypogon monspeliensis,train
5133487182,Hordeum murinum,train
4096811698,Bromus hordeaceus,train
4416734936,Cirsium vulgare,train
4863687093,Matricaria discoidea,train
5133309295,Hordeum murinum,train
3456379665,Sanicula crassicaulis,train
4852992400,Poa bulbosa,train
5133497471,Anthriscus caucalis,train
4413440702,Polypogon monspeliensis,train
4950455919,Distichlis spicata,train
4062695699,Conium maculatum,train
4516795477,Cirsium vulgare,train
4137587744,Lomatium dasycarpum,train
4075806951,Cirsium vulgare,train
3747210593,Hordeum murinum,train
5133225104,Conium maculatum,train
4516726600,Hordeum murinum,train
4597407746,Daucus carota,train
4954576213,Encelia californica,train
5133558356,Daucus carota,train
4516846390,Sanicula arctopoides,train
3772503810,Leymus condensatus,train
3499607989,Artemisia douglasiana,train
4519239675,Cenchrus setaceus,train
4062633859,Sanicula crassicaulis,train
3468749113,Sanicula arctopoides,train
4096820472,Poa bulbosa,train
4138094664,Isocoma menziesii,train
3759974101,Anthriscus caucalis,train
4165369544,Achillea millefolium,train
4925894914,Angelica capitellata,train
4172000407,Nassella pulchra,train
4952621756,Bromus hordeaceus,train
4903813109,Achillea millefolium,train
4597566084,Artemisia californica,train
4855107387,Lomatium dasycarpum,train
4600149727,Daucus pusillus,train
4440916849,Achillea millefolium,train
4952763625,Encelia farinosa,train
3902309549,Heracleum maximum,train
5938218963,Centaurea solstitialis,train
4091403814,Sanicula bipinnatifida,train
5760477858,Baccharis pilularis,train
5935238406,Arundo donax,train
4852815267,Scandix pecten-veneris,train
4908447605,Angelica hendersonii,train
3456341105,Artemisia californica,train
4936631967,Angelica capitellata,train
4923728902,Heracleum maximum,train
4121028575,Poa bulbosa,train
4950438466,Cirsium vulgare,train
4413672780,Foeniculum vulgare,train
4855428424,Nassella pulchra,train
3456633968,Cortaderia selloana,train
4054859405,Baccharis salicifolia,train
3860547775,Achillea millefolium,train
3499663328,Sanicula arctopoides,train
3960976168,Hilaria rigida,train
4846839279,Daucus pusillus,train
4946254655,Encelia farinosa,train
3747245525,Foeniculum vulgare,train
4165600916,Encelia californica,train
5133225248,Torilis arvensis,train
3773632202,Bromus rubens,train
4954521223,Cortaderia selloana,train
4028805045,Cynosurus echinatus,train
4974165223,Encelia californica,train
4424597567,Cirsium vulgare,train
4465373703,Angelica hendersonii,train
4863432037,Briza minor,train
4465372856,Artemisia douglasiana,train
4863744112,Distichlis spicata,train
4901146157,Cenchrus setaceus,train
5133311576,Anthriscus caucalis,train
3858779554,Arundo donax,train
3466081719,Sanicula crassicaulis,train
4067642292,Matricaria discoidea,train
4525131540,Geraea canescens,train
4946099859,Foeniculum vulgare,train
3892644085,Cirsium vulgare,train
3743005688,Corethrogyne filaginifolia,train
4096794703,Nassella pulchra,train
4892249177,Hilaria rigida,train
4926346666,Angelica capitellata,train
4129954105,Sanicula bipinnatifida,train
5153878531,Corethrogyne filaginifolia,train
4516146026,Lomatium dasycarpum,train
4945710305,Baccharis salicifolia,train
4046562704,Lomatium dasycarpum,train
4851886901,Matricaria discoidea,train
3903379728,Corethrogyne filaginifolia,train
4116321728,Matricaria discoidea,train
4440831168,Isocoma menziesii,train
4458739224,Isocoma menziesii,train
4901628661,Artemisia douglasiana,train
3747332725,Artemisia douglasiana,train
4116082274,Silybum marianum,train
4936674095,Daucus pusillus,train
4067495523,Conium maculatum,train
5133353496,Anthriscus caucalis,train
5133310569,Anthriscus caucalis,train
4076219961,Angelica hendersonii,train
4133816604,Briza minor,train
4954537530,Leymus condensatus,train
5133402530,Conium maculatum,train
4875527161,Daucus pusillus,train
5133332701,Torilis arvensis,train
4846941615,Sanicula crassicaulis,train
4597576206,Hilaria rigida,train
4875583960,Daucus pusillus,train
3773710609,Bromus rubens,train
3985955721,Angelica hendersonii,train
4863474655,Poa bulbosa,train
4454000424,Nassella pulchra,train
3986226383,Achillea millefolium,train
4129766609,Cynosurus echinatus,train
4453892941,Foeniculum vulgare,train
3966400296,Conium maculatum,train
4606727742,Hordeum murinum,train
3466331151,Baccharis salicifolia,train
3456828773,Lomatium dasycarpum,train
4597281814,Geraea canescens,train
4872113584,Silybum marianum,train
4596847640,Geraea canescens,train
4945860377,Silybum marianum,train
3747398326,Arundo donax,train
4994301261,Poa bulbosa,train
5133363952,Anthriscus caucalis,train
4029200311,Hilaria rigida,train
5133268337,Anthriscus caucalis,train
4129712403,Briza maxima,train
4946635787,Cirsium vulgare,train
5104357410,Anthriscus caucalis,train
4868090780,Anthriscus caucalis,train
4424602984,Angelica capitellata,train
4935861851,Cirsium vulgare,train
4420804059,Corethrogyne filaginifolia,train
4925827269,Lomatium dasycarpum,train
4901247618,Sanicula crassicaulis,train
5827539088,Encelia farinosa,train
5133239454,Hordeum murinum,train
3873412707,Isocoma menziesii,train
4046606843,Encelia farinosa,train
4440944462,Distichlis spicata,train
3873789833,Cirsium vulgare,train
4413587292,Corethrogyne filaginifolia,train
4921627306,Foeniculum vulgare,train
4901239880,Dittrichia graveolens,train
4910799613,Dittrichia graveolens,train
4407319813,Daucus carota,train
3988619094,Dittrichia graveolens,train
4424602602,Encelia californica,train
3988788418,Artemisia douglasiana,train
4054875575,Silybum marianum,train
4153390506,Briza minor,train
5076742192,Artemisia californica,train
3889000401,Silybum marianum,train
4921473371,Dittrichia graveolens,train
3873788882,Angelica hendersonii,train
3961125063,Hilaria rigida,train
4892029648,Corethrogyne filaginifolia,train
4145462676,Foeniculum vulgare,train
4421063577,Silybum marianum,train
3902520680,Cortaderia selloana,train
4863872537,Briza minor,train
4506258343,Baccharis pilularis,train
3705608756,Sanicula bipinnatifida,train
3747183767,Sanicula bipinnatifida,train
3759639219,Matricaria discoidea,train
4137568558,Cenchrus setaceus,train
4413517147,Torilis arvensis,train
4111861028,Cenchrus setaceus,train
3743228565,Baccharis pilularis,train
4111581952,Briza maxima,train
3759521848,Bromus hordeaceus,train
4039273400,Distichlis spicata,train
3986280423,Cortaderia selloana,train
3911974111,Foeniculum vulgare,train
4162250693,Artemisia douglasiana,train
4945885376,Isocoma menziesii,train
4067179577,Poa bulbosa,train
4465607049,Artemisia californica,train
4516147702,Corethrogyne filaginifolia,train
4600077084,Nassella pulchra,train
4901865746,Cortaderia selloana,train
5133353365,Anthriscus caucalis,train
4974237038,Cirsium vulgare,train
4976321493,Cynosurus echinatus,train
4935983367,Arundo donax,train
4414136710,Baccharis pilularis,train
5133367111,Anthriscus caucalis,train
4596946573,Encelia farinosa,train
3947457622,Baccharis salicifolia,train
4846738907,Poa bulbosa,train
4153809483,Baccharis pilularis,train
3902140136,Heracleum maximum,train
4006629442,Artemisia douglasiana,train
4950413255,Dittrichia graveolens,train
3747263661,Sanicula arctopoides,train
4080586528,Lomatium dasycarpum,train
4171220517,Angelica capitellata,train
4945683749,Dittrichia graveolens,train
4867985624,Poa bulbosa,train
5897873245,Baccharis pilularis,train
3902857321,Daucus carota,train
4512358241,Distichlis spicata,train
4596950746,Cenchrus setaceus,train
3772985459,Poa bulbosa,train
4067692659,Artemisia californica,train
4980333223,Bromus hordeaceus,train
4919351391,Artemisia californica,train
4980433184,Bromus hordeaceus,train
5167112768,Geraea canescens,train
4919537046,Dittrichia graveolens,train
4921855188,Scandix pecten-veneris,train
4516957131,Cirsium vulgare,train
4130012931,Cenchrus setaceus,train
4903766614,Baccharis pilularis,train
4022173671,Artemisia californica,train
3698054650,Sanicula bipinnatifida,train
4855256783,Briza minor,train
5062688252,Daucus pusillus,train
4535685387,Sanicula bipinnatifida,train
5903847311,Hordeum murinum,train
4034810786,Corethrogyne filaginifolia,train
4952618683,Isocoma menziesii,train
4145466472,Foeniculum vulgare,train
5760147537,Baccharis pilularis,train
4855017702,Sanicula arctopoides,train
4413878898,Achillea millefolium,train
3747211710,Scandix pecten-veneris,train
4080640241,Sanicula bipinnatifida,train
4121369854,Polypogon monspeliensis,train
5133211464,Anthriscus caucalis,train
4925970839,Poa bulbosa,train
4921987763,Angelica capitellata,train
4875245925,Artemisia douglasiana,train
4080932790,Baccharis salicifolia,train
3759633307,Lomatium dasycarpum,train
3902152298,Heracleum maximum,train
3858598732,Baccharis salicifolia,train
3902514877,Achillea millefolium,train
4006498577,Daucus carota,train
4891806462,Briza maxima,train
4892224423,Cynosurus echinatus,train
4852200158,Poa bulbosa,train
4935724209,Artemisia douglasiana,train
4102809086,Anthriscus caucalis,train
5133253542,Anthriscus caucalis,train
4116110457,Matricaria discoidea,train
4076179743,Distichlis spicata,train
4153644236,Daucus carota,train
3712752847,Matricaria discoidea,train
3747382528,Sanicula crassicaulis,train
3903635531,Corethrogyne filaginifolia,train
4607233086,Sanicula bipinnatifida,train
5133341631,Torilis arvensis,train
4127246975,Poa bulbosa,train
4923800298,Bromus rubens,train
4116604393,Scandix pecten-veneris,train
4596861650,Cortaderia selloana,train
4950544663,Arundo donax,train
5108226252,Geraea canescens,train
4111814799,Bromus hordeaceus,train
4852043914,Hilaria rigida,train
4413735580,Artemisia douglasiana,train
4908524638,Cirsium vulgare,train
4919417507,Briza maxima,train
5108038988,Arundo donax,train
5007167718,Torilis arvensis,train
4868054140,Polypogon monspeliensis,train
6179541318,Arundo donax,train
4923645843,Matricaria discoidea,train
3764458906,Briza minor,train
4872354080,Distichlis spicata,train
3860390150,Encelia californica,train
4936431275,Centaurea solstitialis,train
3902299457,Leymus condensatus,train
4399887919,Cenchrus setaceus,train
4054851231,Cirsium vulgare,train
4516394757,Sanicula arctopoides,train
4994044769,Centaurea solstitialis,train
4028808201,Baccharis salicifolia,train
4900893415,Sanicula bipinnatifida,train
4952384507,Corethrogyne filaginifolia,train
5133448057,Anthriscus caucalis,train
4937118603,Polypogon monspeliensis,train
3466128301,Bromus rubens,train
4926066310,Angelica capitellata,train
4111732737,Achillea millefolium,train
4891847168,Daucus pusillus,train
4908574416,Cirsium vulgare,train
3985872517,Daucus carota,train
5760085236,Dittrichia graveolens,train
5087665684,Geraea canescens,train
3746978522,Silybum marianum,train
4599824999,Hilaria rigida,train
3785058766,Centaurea solstitialis,train
4138350523,Conium maculatum,train
4535835531,Anthriscus caucalis,train
4978435294,Encelia farinosa,train
4851909824,Matricaria discoidea,train
5133316504,Anthriscus caucalis,train
5231168539,Corethrogyne filaginifolia,train
4413810489,Heracleum maximum,train
4901019979,Daucus pusillus,train
4936582049,Polypogon monspeliensis,train
4011853520,Angelica hendersonii,train
4910658101,Angelica capitellata,train
4153697068,Cenchrus setaceus,train
4891942216,Polypogon monspeliensis,train
4420725828,Achillea millefolium,train
4600092108,Achillea millefolium,train
4863373923,Cynosurus echinatus,train
4982182788,Leymus condensatus,train
4129689449,Briza minor,train
4145281679,Foeniculum vulgare,train
4855520640,Matricaria discoidea,train
3994172532,Daucus carota,train
3888801419,Achillea millefolium,train
3743043939,Sanicula crassicaulis,train
4863906463,Encelia californica,train
4039367654,Distichlis spicata,train
4054834508,Baccharis salicifolia,train
3743369322,Baccharis pilularis,train
4171346925,Heracleum maximum,train
3858488204,Cynosurus echinatus,train
4987697208,Baccharis salicifolia,train
4919291987,Foeniculum vulgare,train
4993911891,Hilaria rigida,train
4126967520,Polypogon monspeliensis,train
3892328272,Briza maxima,train
4162238619,Silybum marianum,train
4993992867,Heracleum maximum,train
4039172566,Encelia farinosa,train
4162303957,Briza minor,train
4607006674,Sanicula arctopoides,train
4974029491,Bromus hordeaceus,train
4510132480,Foeniculum vulgare,train
4903912271,Daucus carota,train
4855475732,Poa bulbosa,train
3759552211,Artemisia californica,train
3759255528,Lomatium dasycarpum,train
4924145708,Artemisia californica,train
4102842729,Sanicula crassicaulis,train
4091608401,Nassella pulchra,train
3772421215,Hordeum murinum,train
4138473370,Angelica hendersonii,train
5133402556,Conium maculatum,train
4952315378,Angelica capitellata,train
4952848145,Arundo donax,train
4924163924,Bromus hordeaceus,train
4014887265,Hordeum murinum,train
4528241573,Hordeum murinum,train
4867639921,Silybum marianum,train
3759689342,Bromus rubens,train
4901167569,Achillea millefolium,train
4846783219,Bromus rubens,train
